packageNum_Ana,patlama1,patlama2,Irtifa_basinc_Ana,GPSIrtifa_Ana,basinc_Ana,X_jiro,Y_jiro,Z_jiro,X_ivme,Y_ivme,Z_ivme,Aci_Ana,GPSe_Ana,GPSb_Ana,GPSSatNum_ana,packageNum_Gorev,GPSIrtifa_Gorev,sicaklik_Gorev,nem_Gorev,basinc_Gorev,GPSe_Gorev,GPSb_Gorev,GPSSatNum_Gorev
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,153,0.000000,30.042852,28.933069,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,154,0.000000,30.044424,28.938922,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,154,0.000000,30.044424,28.938922,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,154,0.000000,30.044424,28.938922,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,154,0.000000,30.044424,28.938922,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,154,0.000000,30.044424,28.938922,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,154,0.000000,30.044424,28.938922,90908.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,155,0.000000,30.039388,28.938489,90909.000000,0.000000,0.000000,0
91,0,0,911.074523,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,155,0.000000,30.039388,28.938489,90909.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,155,0.000000,30.039388,28.938489,90909.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,155,0.000000,30.039388,28.938489,90909.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,155,0.000000,30.039388,28.938489,90909.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
92,0,0,910.982055,0.000000,908.500000,354.312500,-1.187500,-3.562500,0.000000,0.000000,0.000000,-1.187500,0.000000,0.000000,0,156,0.000000,30.041591,28.932962,90908.000000,0.000000,0.000000,0
93,0,0,910.982055,0.000000,908.510009,354.312500,-1.187500,-3.562500,-0.590000,9.390001,0.230000,-1.187500,0.000000,0.000000,0,157,0.000000,30.044109,28.927459,90909.000000,0.000000,0.000000,0
93,0,0,910.982055,0.000000,908.510009,354.312500,-1.187500,-3.562500,-0.590000,9.390001,0.230000,-1.187500,0.000000,0.000000,0,157,0.000000,30.044109,28.927459,90909.000000,0.000000,0.000000,0
93,0,0,910.982055,0.000000,908.510009,354.312500,-1.187500,-3.562500,-0.590000,9.390001,0.230000,-1.187500,0.000000,0.000000,0,157,0.000000,30.044109,28.927459,90909.000000,0.000000,0.000000,0
93,0,0,910.982055,0.000000,908.510009,354.312500,-1.187500,-3.562500,-0.590000,9.390001,0.230000,-1.187500,0.000000,0.000000,0,157,0.000000,30.044109,28.927459,90909.000000,0.000000,0.000000,0
93,0,0,910.982055,0.000000,908.510009,354.312500,-1.187500,-3.562500,-0.590000,9.390001,0.230000,-1.187500,0.000000,0.000000,0,157,0.000000,30.044109,28.927459,90909.000000,0.000000,0.000000,0
